Id,Needs_NSC_Review__c,NSC_Review_Reason__c
003f400000KvxROAAZ,True,<Changed>New unreported left college: San Jose City College (Sep 2018 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Added>NSC indicates previously unreported enrollment (Graduated):  (Aug 2015 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Aug 2015 start); <Warning>Graduated enrollment not confirmed by NSC: Evergreen Valley College (May 2019 start)
003f400000KvxSvAAJ,True,<Changed>New unreported left college: College of San Mateo (Aug 2017 start)
003f400001XsrnCAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Merced (Aug 2020 start)
003f400000Kvxe4AAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start)
003f400001XsrvhAAB,True,<Warning>Attending enrollment not confirmed by NSC: San Francisco State University (Aug 2020 start)
003f400001XsrnVAAR,True,<Warning>Attending enrollment not confirmed by NSC: Contra Costa College (Aug 2020 start)
003f400001XsrpfAAB,True,<Warning>Attending enrollment not confirmed by NSC: Western Washington University (Sep 2020 start)
003f400000KvxesAAB,True,<Not changed>NSC indicates still attending (currently Withdrew): Academy of Art University (Feb 2020 start currently 09/09/2020 end); <Changed>New unreported left college: Clark Atlanta University (Aug 2017 start)
003f400000KvxOWAAZ,True,<Changed>New unreported left college: Foothill College (Sep 2018 start)
003f400000TlTMWAA3,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start)
003f400000KvxTXAAZ,True,<Changed>New unreported left college: College of San Mateo (Jan 2018 start)
003f400000KvxQKAAZ,True,<Warning>Withdrew enrollment not confirmed by NSC: De Anza College (Sep 2020 start)
003f400000xFjyZAAS,True,<Changed>New unreported left college: University of Southern California (Aug 2016 start)
003f400000KvxUNAAZ,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Jun 2016 start)
003f400000KvxU5AAJ,True,<Changed>New unreported left college: De Anza College (Sep 2018 start); <Changed>New unreported left college: Foothill College (Sep 2016 start)
003f400000KvxQXAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400000KvxR4AAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Aug 2015 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Aug 2015 start)
003f400000KvxNSAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Feb 2016 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Feb 2016 start)
003f400001XsrshAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start)
003f400001XsrqKAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start)
003f400001XsrjrAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of Washington-Seattle Campus (Sep 2020 start)
003f400000KvxPnAAJ,True,<Changed>New unreported left college: Canada College (Jan 2019 start); <Changed>New unreported left college: San Francisco State University (Jan 2019 start); <Changed>New unreported left college: San Francisco State University (Aug 2017 start)
003f400001XsrhXAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000Kvxe5AAB,True,<Changed>New unreported left college: De Anza College (Apr 2019 start); <Changed>New unreported left college: San Francisco State University (Aug 2017 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start)
003f400001XsrnqAAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Long Beach (Aug 2020 start)
003f400001XsrnWAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start)
003f400001XsrqDAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Cruz (Sep 2020 start)
003f400001XsrjDAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxQ9AAJ,True,<Warning>Attending enrollment not confirmed by NSC: Solano Community College (Aug 2020 start)
003f400000KvxNEAAZ,True,<Changed>New unreported left college: Foothill College (Jul 2018 start); <Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400000KvxJ8AAJ,True,<Changed>New unreported left college: Canada College (Aug 2018 start)
003f400000TlTQAAA3,True,<Changed>New unreported left college: University of California-Riverside (Jul 2018 start)
003f40000169uERAAY,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2020 start)
003f400000KvxRFAAZ,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start); <Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400000KvxN5AAJ,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Los Angeles (Oct 2020 start)
003f400000TlTOsAAN,True,<Changed>New unreported left college: Skyline College (Aug 2018 start)
003f400000TlTQFAA3,True,<Changed>New unreported left college: University of California-Merced (Aug 2018 start)
003f400000KvxLqAAJ,True,<Changed>New unreported left college: Santa Barbara City College (Jan 2015 start)
003f400001XsrjaAAB,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400001XsrhiAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400001XsrnAAAR,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Oct 2020 start)
003f400001XsrrSAAR,True,<Warning>Attending enrollment not confirmed by NSC: Yale University (Aug 2020 start)
003f400000KvxYiAAJ,True,<Warning>Withdrew enrollment not confirmed by NSC: Santa Ana College (Aug 2017 start)
003f400000KvxPkAAJ,True,<Changed>New unreported left college: Gavilan College (Aug 2018 start)
003f400000KvxLLAAZ,True,<Warning>Withdrew enrollment not confirmed by NSC: Canada College (Aug 2020 start)
003f400001XsriQAAR,True,<Warning>Attending enrollment not confirmed by NSC and <Warning>Changed Degree Type from Bachelor's to Associate's or Certificate (TBD): Green River Community College (Sep 2020 start)
003f400001XsrwCAAR,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start)
003f400001Xsrw1AAB,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Long Beach (Aug 2020 start)
003f400001XsrvtAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start)
003f40000169i2NAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Eastern Washington University (Sep 2020 start)
003f400001XsrsEAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start)
003f400000KvxVaAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f400001XsrjgAAB,True,<Warning>Attending enrollment not confirmed by NSC: Santa Clara University (Sep 2020 start)
003f400000KvxKIAAZ,True,<Changed>New unreported left college: Merritt College (Jan 2019 start); <Changed>New unreported left college: Canada College (Jan 2019 start)
003f400001XsrsKAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Los Angeles (Oct 2020 start)
003f400001XsrvZAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxWKAAZ,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400001XsrrpAAB,True,<Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Aug 2020 start)
003f400001XsrwKAAR,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2020 start)
003f400000KvxfiAAB,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: San Jose City College (Aug 2020 start)
003f400000KvxeYAAR,True,<Changed>New unreported left college: Coastline Community College (Jun 2018 start)
003f400000KvxP2AAJ,True,<Changed>New unreported left college: Canada College (Aug 2015 start)
003f400000KvxdYAAR,True,<Changed>New unreported left college: University of California-Irvine (Sep 2017 start)
003f400000TlTL3AAN,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2019 start)
003f400001XsrifAAB,True,<Warning>Withdrew enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f40000169hvXAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Seattle Community College-Central Campus (Sep 2020 start)
003f400000TlTPxAAN,True,<Changed>New unreported left college: California State University-Monterey Bay (Aug 2018 start)
003f400000TlTQpAAN,True,<Warning>Attending enrollment not confirmed by NSC: San Jose State University (Aug 2018 start)
003f400001XsrhRAAR,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Long Beach (Aug 2020 start)
003f400000KvxRNAAZ,True,<Changed>New unreported left college: Truckee Meadows Community College (May 2018 start)
003f400001XsrnJAAR,True,<Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start)
003f400000KvxgNAAR,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxVLAAZ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start)
003f400000KvxK4AAJ,True,<Changed>New unreported left college: George Washington University (Aug 2018 start)
003f400001XsrjZAAR,True,<Warning>Attending enrollment not confirmed by NSC: Contra Costa College (Aug 2020 start)
003f400000KvxgFAAR,True,<Changed>New unreported left college: Mission College (Aug 2017 start)
003f400000KvxQRAAZ,True,<Added>NSC indicates previously unreported enrollment (Graduated):  (Aug 2015 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Jan 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2018 start); <Warning>Graduated enrollment not confirmed by NSC: Evergreen Valley College (Aug 2015 start)
003f400001Xsrs3AAB,True,<Warning>Attending enrollment not confirmed by NSC: Canada College (Aug 2020 start)
003f400001XsroJAAR,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Long Beach (Aug 2020 start)
003f400001XsrtHAAR,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400001XsrihAAB,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400000KvxPBAAZ,True,<Warning>Graduated enrollment not confirmed by NSC: Tulane University of Louisiana (May 2019 start)
003f40000169hqpAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start)
003f400000KvxKoAAJ,True,<Changed>New unreported graduation (was Transferred out): College of San Mateo (May 2018); <Warning>Graduated enrollment not confirmed by NSC: College of San Mateo (May 2018 start)
003f40000169hqwAAA,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400000KvxfFAAR,True,<Changed>New unreported left college: California State University-East Bay (Sep 2017 start)
003f400001XsrwrAAB,True,<Warning>Attending enrollment not confirmed by NSC: Menlo College (Sep 2020 start)
003f400000KvxRqAAJ,True,<Not changed>Graduation not confirmed (Attending in NSC): University of California-Santa Barbara (Sep 2015 start)
003f400001XsrqwAAB,True,<Warning>Attending enrollment not confirmed by NSC: Bellevue College (Sep 2020 start)
003f400001XsrhgAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Merced (Aug 2020 start)
003f400000TlTSZAA3,True,<Changed>New unreported left college: Sacramento City College (Aug 2018 start)
003f400001XsrqHAAR,True,<Warning>Attending enrollment not confirmed by NSC: Bellevue College (Sep 2020 start)
003f400001XsrwjAAB,True,<Warning>Attending enrollment not confirmed by NSC: Central Washington University (Sep 2020 start)
003f400000KvxPwAAJ,True,<Changed>New unreported left college: Folsom Lake College (Aug 2016 start)
003f400000KvxSEAAZ,True,<Changed>New unreported left college: Mission College (Jan 2018 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Aug 2015 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: De Anza College (Sep 2020 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Aug 2015 start)
003f400000KvxVAAAZ,True,<Warning>Attending enrollment not confirmed by NSC: El Camino Community College District (Aug 2020 start)
003f400000KvxPgAAJ,True,<Changed>New unreported graduation (was Attending): Canada College (Dec 2019); <Changed>New unreported left college: Muhlenberg College (Aug 2015 start)
003f400001XsrgwAAB,True,<Warning>Attending enrollment not confirmed by NSC: Northeastern University (Sep 2020 start)
003f400000KvxYhAAJ,True,<Changed>New unreported left college: San Francisco State University (Jan 2018 start)
003f400000KvxPPAAZ,True,<Changed>New unreported left college: Skyline College (Jan 2019 start)
003f400000OdnFjAAJ,True,<Changed>New unreported left college: California State University-East Bay (Aug 2018 start)
003f400001Xsrh8AAB,True,<Warning>Attending enrollment not confirmed by NSC: New York University (Sep 2020 start)
003f400000TlTLiAAN,True,<Changed>New unreported left college: Southern Oregon University (Sep 2018 start)
003f400000TlTKIAA3,True,<Warning>Attending enrollment not confirmed by NSC: Skyline College (Aug 2020 start)
003f400000xFjyrAAC,True,<Warning>Attending enrollment not confirmed by NSC: California College of the Arts (Sep 2020 start)
003f400000KvxdWAAR,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start)
003f400000KvxOpAAJ,True,<Changed>New unreported left college: De Anza College (Jul 2018 start)
003f400000TlTMpAAN,True,<Changed>New unreported left college: Foothill College (Sep 2018 start)
003f40000169hqWAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start)
003f400000KvxfPAAR,True,<Changed>New unreported left college: California State University-Northridge (Aug 2017 start); <Changed>New unreported left college: College of San Mateo (Jun 2018 start)
003f400000KvyByAAJ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start)
003f40000169hwHAAQ,True,<Warning>Attending enrollment not confirmed by NSC: Ohlone Community College (Aug 2020 start)
003f400001XsrsgAAB,True,<Warning>Attending enrollment not confirmed by NSC: Eastern Washington University (Sep 2020 start)
003f400000KvxXXAAZ,True,<Changed>New unreported left college: Canada College (Jan 2018 start)
003f400000OdnFeAAJ,True,<Changed>New unreported left college: California State University-Stanislaus (Aug 2018 start); <Warning>Attending enrollment not confirmed by NSC: San Jose City College (Aug 2020 start)
003f40000169hrcAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxVFAAZ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Sep 2017 start); <Added>NSC indicates previously unreported enrollment (Withdrew):  (Aug 2016 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Sep 2017 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Aug 2016 start)
003f400000KvxVeAAJ,True,<Added>NSC indicates previously unreported enrollment (Withdrew):  (Jan 2017 start); <Warning>Withdrew enrollment not confirmed by NSC: Evergreen Valley College (Jan 2017 start)
003f400000KvxdQAAR,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jan 2019 start)
003f400000TlTQaAAN,True,<Changed>New unreported left college: Sacramento City College (Jan 2019 start)
003f400000KvxXoAAJ,True,<Changed>New unreported left college: Canada College (Aug 2018 start); <Changed>New unreported left college: Foothill College (Sep 2018 start)
003f400000KvxVoAAJ,True,<Changed>New unreported left college: University of California-Merced (Aug 2016 start); <Added>NSC indicates previously unreported enrollment (Transferred out):  (Sep 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2018 start)
003f400001Xsrt7AAB,True,<Warning>Attending enrollment not confirmed by NSC: The Evergreen State College (Sep 2020 start)
003f400000TlTLmAAN,True,<Changed>New unreported left college: San Francisco State University (Aug 2018 start)
003f40000169i09AAA,True,<Warning>Attending enrollment not confirmed by NSC: Sacramento City College (Aug 2020 start)
003f400000TlTSbAAN,True,<Changed>New unreported left college: Sonoma State University (Aug 2018 start)
003f400000KvxPSAAZ,True,<Changed>New unreported left college: Harvard University (Jun 2018 start)
003f40000169hvFAAQ,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jun 2020 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2020 start)
003f400000KvxY6AAJ,True,<Changed>New unreported left college: San Jose State University (Jan 2019 start)
003f400000Kvxg4AAB,True,<Changed>New unreported left college: California State University-Sacramento (Aug 2018 start)
003f400001XsrogAAB,True,<Warning>Attending enrollment not confirmed by NSC: Purdue University-Main Campus (Aug 2020 start)
N/A,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Added>NSC indicates previously unreported enrollment (Attending):  (Jan 2020 start)
003f400000TlTOtAAN,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Santa Barbara (Oct 2020 start)
003f400001XsrikAAB,True,<Warning>Attending enrollment not confirmed by NSC: Grand Canyon University (Sep 2020 start)
003f40000169hsaAAA,True,<Added>NSC indicates previously unreported enrollment (Attending):  (Sep 2019 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Sep 2019 start)
003f400001XsrqiAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start)
003f400001XsriiAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Irvine (Sep 2020 start)
003f400000KvxZ9AAJ,True,<Warning>Attending enrollment not confirmed by NSC: California State University-Long Beach (Aug 2020 start)
003f400000Kvxe3AAB,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Evergreen Valley College (Jun 2018 start); <Warning>Attending enrollment not confirmed by NSC: Mission College (May 2020 start)
003f400001XsrjjAAB,True,<Warning>Attending enrollment not confirmed by NSC: Foothill College (Sep 2020 start)
003f400000KvxeeAAB,True,<Warning>Attending enrollment not confirmed by NSC: Rice University (Aug 2017 start)
003f400001XsrvaAAB,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Davis (Sep 2020 start)
003f400000KvxVUAAZ,True,<Added>NSC indicates previously unreported enrollment (Transferred out):  (Jun 2017 start); <Warning>Transferred out enrollment not confirmed by NSC: Evergreen Valley College (Jun 2017 start)
003f400001XsrpXAAR,True,<Warning>Attending enrollment not confirmed by NSC: University of California-Los Angeles (Oct 2020 start)
